[02:38:32 PM]  Login : [Beri] 480.012.918 [Ruby] 8.894.764
[03:04:10 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[03:04:10 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[03:04:11 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[03:04:11 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[03:04:11 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[03:04:11 PM]  Mua Topaz - Ruby siêu cấp -40 ruby
[03:04:35 PM]  Đục lỗ Súng hắc ám 2 -250 ruby
[03:04:35 PM]  Đục lỗ Súng hắc ám 2 -250 ruby
[03:04:41 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:04:46 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:46 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:49 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:49 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:52 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:55 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:55 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:57 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:04:57 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:05:00 PM]  Đục lỗ Quần xanh hoang dã -50 ruby
[03:05:00 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:00 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:04 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:04 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:07 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:09 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:09 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:12 PM]  Đục lỗ Nhẫn 2 Lv60 2 -50 ruby
[03:05:12 PM]  Đục lỗ Nhẫn 2 Lv60 2 -50 ruby
[03:05:14 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:15 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:18 PM]  Đục lỗ Nhẫn 2 Lv60 2 -100 ruby
[03:05:18 PM]  Đục lỗ Nhẫn 2 Lv60 2 -100 ruby
[03:05:18 PM]  Đục lỗ Nhẫn 2 Lv60 2 -150 ruby
[03:05:21 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:21 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:23 PM]  Đục lỗ Nhẫn 2 Lv60 2 -150 ruby
[03:05:23 PM]  Đục lỗ Nhẫn 2 Lv60 2 -150 ruby
[03:05:23 PM]  Đục lỗ Nhẫn 2 Lv60 2 -150 ruby
[03:05:26 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:26 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:29 PM]  Đục lỗ Nhẫn 2 Lv60 2 -150 ruby
[03:05:29 PM]  Đục lỗ Nhẫn 2 Lv60 2 -200 ruby
[03:05:29 PM]  Đục lỗ Nhẫn 2 Lv60 2 -250 ruby
[03:05:31 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:31 PM]  Đục lỗ Quần xanh hoang dã -100 ruby
[03:05:35 PM]  Đục lỗ Quần xanh hoang dã -150 ruby
[03:05:35 PM]  Đục lỗ Quần xanh hoang dã -150 ruby
[03:05:38 PM]  Đục lỗ Nhẫn 2 Lv60 2 -250 ruby
[03:05:38 PM]  Đục lỗ Nhẫn 2 Lv60 2 -250 ruby
[03:05:41 PM]  Đục lỗ Quần xanh hoang dã -150 ruby
[03:05:41 PM]  Đục lỗ Quần xanh hoang dã -200 ruby
[03:05:44 PM]  Đục lỗ Quần xanh hoang dã -200 ruby
[03:05:44 PM]  Đục lỗ Quần xanh hoang dã -200 ruby
[03:05:44 PM]  Đục lỗ Quần xanh hoang dã -200 ruby
[03:05:47 PM]  Đục lỗ Nhẫn 2 Lv60 2 -250 ruby
[03:05:47 PM]  Đục lỗ Nhẫn 2 Lv60 2 -250 ruby
[03:05:50 PM]  Đục lỗ Quần xanh hoang dã -200 ruby
[03:05:50 PM]  Đục lỗ Quần xanh hoang dã -200 ruby
[03:05:53 PM]  Đục lỗ Nhẫn 2 Lv60 2 -250 ruby
[03:05:53 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:05:55 PM]  Đục lỗ Quần xanh hoang dã -200 ruby
[03:05:55 PM]  Đục lỗ Quần xanh hoang dã -250 ruby
[03:05:58 PM]  Đục lỗ Quần xanh hoang dã -250 ruby
[03:05:58 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:06:02 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:06:08 PM]  Đục lỗ Ngực trần Tazan 2 -300 ruby
[03:06:11 PM]  Đục lỗ Ngực trần Tazan 2 -300 ruby
[03:06:13 PM]  Đục lỗ Ngực trần Tazan 2 -300 ruby
[03:06:13 PM]  Đục lỗ Ngực trần Tazan 2 -300 ruby
[03:06:15 PM]  Đục lỗ Ngực trần Tazan 2 -300 ruby
[03:06:18 PM]  Đục lỗ Ngực trần Tazan 2 -300 ruby
[03:06:18 PM]  Đục lỗ Ngực trần Tazan 2 -350 ruby
[03:06:20 PM]  Đục lỗ Ngực trần Tazan 2 -350 ruby
[03:06:21 PM]  Đục lỗ Ngực trần Tazan 2 -350 ruby
[03:06:25 PM]  Đục lỗ Ngực trần Tazan 2 -350 ruby
[03:06:30 PM]  Đục lỗ Ngực trần Tazan 2 -350 ruby
[03:08:02 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:02 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:05 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:05 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:05 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:07 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:07 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:12 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:12 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:15 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:15 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:19 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:19 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:22 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:22 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:25 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:25 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:29 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:08:29 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:08:31 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:08:31 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:08:34 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:34 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:38 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:38 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:38 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:41 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:08:41 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:08:44 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:08:44 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:08:47 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:08:50 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:50 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:50 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:08:53 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:08:53 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:08:53 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:08:58 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:09:02 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:02 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:05 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:05 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:08 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:08 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:13 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:13 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:16 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:16 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:18 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:18 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:22 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:22 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:22 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:09:28 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:28 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:30 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:30 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:41 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:41 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:41 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:41 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:41 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:45 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:45 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:47 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:47 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:50 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:50 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:50 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:53 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:55 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:55 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:56 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:58 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:58 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:09:58 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:01 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:01 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:03 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:03 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:06 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:11 PM]  Đục lỗ Quần xanh hoang dã -300 ruby
[03:10:11 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:15 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:20 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:20 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:22 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:22 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:25 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:28 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:28 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:28 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:30 PM]  Đục lỗ Quần xanh hoang dã -350 ruby
[03:10:34 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:10:34 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:10:36 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:37 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:39 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:39 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:45 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:45 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:45 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:48 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:48 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:50 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:50 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:54 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:54 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:57 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:10:57 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:00 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:00 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:02 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:02 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:05 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:05 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:08 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:08 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:08 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:11 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:11 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:14 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:14 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:11:17 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:17 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:21 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:22 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:28 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:28 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:30 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:30 PM]  Đục lỗ Súng hắc ám 2 -300 ruby
[03:11:34 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:34 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:34 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:40 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:40 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:44 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:44 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:46 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:49 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:49 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:49 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:53 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:53 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:53 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:55 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:55 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:11:58 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:01 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:01 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:07 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:07 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:10 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:13 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:16 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:16 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:16 PM]  Đục lỗ Súng hắc ám 2 -350 ruby
[03:12:20 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:12:23 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:12:25 PM]  Đục lỗ Dây chuyền 1 Lv60 -300 ruby
[03:12:25 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:29 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:29 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:32 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:32 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:35 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:35 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:35 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:38 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:38 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:40 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:12:43 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:45 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:47 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:47 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:50 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:53 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:55 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:55 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:58 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:12:58 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:07 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:07 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:11 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:11 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:14 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:14 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:16 PM]  Đục lỗ Dây chuyền 1 Lv60 -350 ruby
[03:13:23 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:13:23 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:13:23 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:13:25 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:13:25 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:13:28 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:13:28 PM]  Đục lỗ Nhẫn 2 Lv60 2 -300 ruby
[03:13:28 PM]  Đục lỗ Nhẫn 2 Lv60 2 -350 ruby
[03:13:32 PM]  Đục lỗ Nhẫn 2 Lv60 2 -350 ruby
[03:13:32 PM]  Đục lỗ Nhẫn 2 Lv60 2 -350 ruby
[03:13:35 PM]  Đục lỗ Nhẫn 2 Lv60 2 -350 ruby
[03:13:35 PM]  Đục lỗ Nhẫn 2 Lv60 2 -350 ruby
[03:13:41 PM]  Đục lỗ Nhẫn 2 Lv60 2 -350 ruby
[03:14:26 PM]  Đục lỗ Nón 5 Lv60 -50 ruby
[03:14:30 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:30 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:33 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:33 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:36 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:36 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:39 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:39 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:41 PM]  Đục lỗ Nón 5 Lv60 -100 ruby
[03:14:41 PM]  Đục lỗ Nón 5 Lv60 -150 ruby
[03:14:49 PM]  Đục lỗ Nón 5 Lv60 -150 ruby
[03:14:52 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:14:52 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:14:57 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:14:57 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:14:57 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:00 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:00 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:03 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:03 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:06 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:06 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:09 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:09 PM]  Đục lỗ Nón 5 Lv60 -200 ruby
[03:15:12 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:12 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:14 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:14 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:14 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:17 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:17 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:27 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:29 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:29 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:32 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:32 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:34 PM]  Đục lỗ Nón 5 Lv60 -250 ruby
[03:15:34 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:37 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:37 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:40 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:40 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:43 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:43 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:46 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:48 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:48 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:51 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:51 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:54 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:57 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:57 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:59 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:15:59 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:01 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:01 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:01 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:04 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:04 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:09 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:12 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:12 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:17 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:17 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:20 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:20 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:22 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:22 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:24 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:24 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:26 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:26 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:29 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:29 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:31 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:31 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:33 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:34 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:36 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:36 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:39 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:39 PM]  Đục lỗ Nón 5 Lv60 -300 ruby
[03:16:42 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:45 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:48 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:48 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:51 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:51 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:53 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:53 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:56 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
[03:16:56 PM]  Đục lỗ Nón 5 Lv60 -350 ruby
